dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,1,1.8435797756706047e-16,7.6587522244111828e-01,1.1102230246251565e-16,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111816e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,2,1.8435797756706047e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9893206163432602e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,2,1.8435797756706047e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,3,1.8435797756706047e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9873032866105338e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,3,1.8435797756706047e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938656e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,4,1.8435797756706047e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9814392629718340e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,4,1.8435797756706047e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,5,1.8435797756706047e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.2412446526065961e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,5,1.8435797756706047e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,6,1.8435797756706047e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.2399654337424320e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,6,1.8435797756706047e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,7,1.8435797756706047e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1483172469598584e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,7,1.8435797756706047e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,8,1.8435797756706047e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.0941223483680833e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,8,1.8435797756706047e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,9,1.8435797756706047e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.4311388510909240e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,9,1.8435797756706047e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,10,1.8435797756706047e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.4046311569573611e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,10,1.8435797756706047e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,11,1.8435797756706047e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.1762942119772746e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,11,1.8435797756706047e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,12,1.8435797756706047e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7662647124152933e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,12,1.8435797756706047e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,13,1.8435797756706047e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7157521475737405e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,13,1.8435797756706047e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,14,1.8435797756706047e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.9010008977873269e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,14,1.8435797756706047e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,15,1.8435797756706047e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6209657951195068e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,15,1.8435797756706047e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,16,1.8435797756706047e-16,1.5044881861371121e-15,2.5722504143539606e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8435797756706047e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,45,3,permutation,1.0000000000000000e+00,16,16,1.8435797756706047e-16,1.5044881861371121e-15,2.5722504143539606e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7617132275725081e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,1,1.7411408427718989e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7032168533519261e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,1,1.7411408427718989e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,2,1.7411408427718989e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6058544509384560e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,2,1.7411408427718989e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,3,1.7411408427718989e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6050486126902048e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,3,1.7411408427718989e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,4,1.7411408427718989e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.7342313513170713e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,4,1.7411408427718989e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,5,1.7411408427718989e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.2982345481161399e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,5,1.7411408427718989e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,6,1.7411408427718989e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.2954835255235396e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,6,1.7411408427718989e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,7,1.7411408427718989e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.6816269852859868e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,7,1.7411408427718989e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,8,1.7411408427718989e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.6761498638421986e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,8,1.7411408427718989e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,9,1.7411408427718989e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.5963998248630552e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,9,1.7411408427718989e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,10,1.7411408427718989e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.1719712540484996e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,10,1.7411408427718989e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,11,1.7411408427718989e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.1178766767093125e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,11,1.7411408427718989e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,12,1.7411408427718989e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.1068408961799182e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,12,1.7411408427718989e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,13,1.7411408427718989e-16,2.7894471479061905e-02,6.9388939039072284e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.0879383374397590e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,13,1.7411408427718989e-16,2.7894471479061905e-02,6.9388939039072284e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061898e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,14,1.7411408427718989e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.9234766993931827e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,14,1.7411408427718989e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861117e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,15,1.7411408427718989e-16,1.1776758457077180e-02,3.4694469519536142e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.8891368247230892e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,15,1.7411408427718989e-16,1.1776758457077180e-02,3.4694469519536142e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077176e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,16,1.7411408427718989e-16,1.5044881861371121e-15,4.8977502048054148e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7411408427718989e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,46,4,permutation,1.0000000000000000e+00,16,16,1.7411408427718989e-16,1.5044881861371121e-15,4.8977502048054148e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9942632066176536e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,1,1.6492455289573199e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9504448561893266e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,1,1.6492455289573199e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,2,1.6492455289573199e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9497479180172699e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,2,1.6492455289573199e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,3,1.6492455289573199e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.5930210895935379e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,3,1.6492455289573199e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,4,1.6492455289573199e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.4014376443531049e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,4,1.6492455289573199e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,5,1.6492455289573199e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3967955620157133e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,5,1.6492455289573199e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,47,5,permutation,1.0000000000000000e+00,16,6,1.6492455289573199e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3574858793682629e-01,True
