dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,3,3.7642323291617429e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.9067930644628635e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,3,3.7642323291617429e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938667e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,4,3.7642323291617429e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7109135326502007e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,4,3.7642323291617429e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,5,3.7642323291617429e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.2974916435856683e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,5,3.7642323291617429e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,6,3.7642323291617429e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.2411392334532454e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,6,3.7642323291617429e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,7,3.7642323291617429e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.5570022394719518e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,7,3.7642323291617429e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,8,3.7642323291617429e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7495521586960163e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,8,3.7642323291617429e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,9,3.7642323291617429e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.0781881492057157e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,9,3.7642323291617429e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,10,3.7642323291617429e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.9451831952729591e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,10,3.7642323291617429e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,11,3.7642323291617429e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.8331363994887611e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,11,3.7642323291617429e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,12,3.7642323291617429e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.3187533809964357e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,12,3.7642323291617429e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,13,3.7642323291617429e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.0035426069791269e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,13,3.7642323291617429e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,14,3.7642323291617429e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8987467719576163e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,14,3.7642323291617429e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,15,3.7642323291617429e-16,1.1776758457077180e-02,3.4694469519536142e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.4240772075084413e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,15,3.7642323291617429e-16,1.1776758457077180e-02,3.4694469519536142e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077176e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,16,3.7642323291617429e-16,1.5044881861371121e-15,5.3487345198326033e-18,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.7642323291617429e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10086,44,orthogonal,1.0000000000000007e+00,16,16,3.7642323291617429e-16,1.5044881861371121e-15,5.3487345198326033e-18,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5098369206569447e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,1,4.0532530958469538e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.2857844756255814e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,1,4.0532530958469538e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,2,4.0532530958469538e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.0144778658225577e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,2,4.0532530958469538e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,3,4.0532530958469538e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7318531990884307e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,3,4.0532530958469538e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,4,4.0532530958469538e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.7477322880206723e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,4,4.0532530958469538e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,5,4.0532530958469538e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.5660003524873631e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,5,4.0532530958469538e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,6,4.0532530958469538e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.7750742838917144e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,6,4.0532530958469538e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,7,4.0532530958469538e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.4573387298502449e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,7,4.0532530958469538e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,8,4.0532530958469538e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.3661594287184597e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,8,4.0532530958469538e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,9,4.0532530958469538e-16,8.9635541751765482e-02,0.0000000000000000e+00,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7398282048242155e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,9,4.0532530958469538e-16,8.9635541751765482e-02,0.0000000000000000e+00,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765482e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,10,4.0532530958469538e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.4312913931582396e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,10,4.0532530958469538e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,11,4.0532530958469538e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.9282702125280198e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,11,4.0532530958469538e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,12,4.0532530958469538e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.6610494370518135e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,12,4.0532530958469538e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,13,4.0532530958469538e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.0839867501567589e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,13,4.0532530958469538e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,14,4.0532530958469538e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.7986246298311224e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,14,4.0532530958469538e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,15,4.0532530958469538e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.3439599944954123e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,15,4.0532530958469538e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,16,4.0532530958469538e-16,1.5044881861371121e-15,4.2532628316460962e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.0532530958469538e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10087,45,orthogonal,1.0000000000000009e+00,16,16,4.0532530958469538e-16,1.5044881861371121e-15,4.2532628316460962e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9298144693017217e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,1,3.6440013615577243e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.6805676714867350e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,1,3.6440013615577243e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,2,3.6440013615577243e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.4875247469633972e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,2,3.6440013615577243e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,3,3.6440013615577243e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.0705988850379915e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,3,3.6440013615577243e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,4,3.6440013615577243e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7190016152826444e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,4,3.6440013615577243e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,5,3.6440013615577243e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.1225833939166747e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,5,3.6440013615577243e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,6,3.6440013615577243e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3153887940191675e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,6,3.6440013615577243e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,7,3.6440013615577243e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.3722243849552507e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,7,3.6440013615577243e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,8,3.6440013615577243e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.5372453565320712e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,8,3.6440013615577243e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,9,3.6440013615577243e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.3832337042499800e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,9,3.6440013615577243e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,10,3.6440013615577243e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1410168751899410e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,10,3.6440013615577243e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,11,3.6440013615577243e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.8321205784200422e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,11,3.6440013615577243e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,12,3.6440013615577243e-16,3.8275941647656964e-02,6.9388939039072284e-18,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.3070882108489089e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,12,3.6440013615577243e-16,3.8275941647656964e-02,6.9388939039072284e-18,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656957e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,13,3.6440013615577243e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4783408963365464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,13,3.6440013615577243e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061909e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,14,3.6440013615577243e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6486146515752862e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,14,3.6440013615577243e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861117e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,15,3.6440013615577243e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.5163957170355405e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,15,3.6440013615577243e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,16,3.6440013615577243e-16,1.5044881861371121e-15,1.6377653942361868e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.6440013615577243e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10088,46,orthogonal,1.0000000000000007e+00,16,16,3.6440013615577243e-16,1.5044881861371121e-15,1.6377653942361868e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.3407116467134934e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,1,3.7847788858278888e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.7551819934403483e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,1,3.7847788858278888e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,2,3.7847788858278888e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.3912514915656542e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,2,3.7847788858278888e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True
